Date collected,Location,Provider,Reports,Source,Status,Time collected
Thu 18 Jul 2019,"Los Angeles, CA",Dish-Network,9,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Chicago, IL",Dish-Network,8,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Phoenix, AZ",Dish-Network,5,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Denver, CO",Dish-Network,5,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Gresham, OR",Dish-Network,4,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Fort Worth, TX",Dish-Network,4,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Colville, WA",Dish-Network,4,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Albuquerque, NM",Dish-Network,4,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Las Vegas, NV",Dish-Network,4,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Montrose, CO",Dish-Network,3,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Colorado Springs, CO",Dish-Network,3,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Kansas City, MO",Dish-Network,3,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Eugene, OR",Dish-Network,3,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Salt Lake City, UT",Dish-Network,3,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Mesa, AZ",Dish-Network,3,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Seattle, WA",Dish-Network,3,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Des Moines, IA",Dish-Network,3,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Spokane, WA",Dish-Network,3,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Charlotte, NC",Dish-Network,3,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Austin, TX",Dish-Network,3,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Columbus, OH",Dish-Network,3,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Danville, CA",Dish-Network,3,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Tacoma, WA",Dish-Network,3,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Meridian, ID",Dish-Network,3,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Arlington, TX",Dish-Network,2,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Grand Junction, CO",Dish-Network,2,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Nashville, TN",Dish-Network,2,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Red Oak, TX",Dish-Network,2,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Long Beach, CA",T-Mobile,105,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Houston, TX",T-Mobile,95,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Los Angeles, CA",T-Mobile,81,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Chicago, IL",T-Mobile,76,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Dallas, TX",T-Mobile,52,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Philadelphia, PA",T-Mobile,51,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Seattle, WA",T-Mobile,50,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Denver, CO",T-Mobile,49,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Portland, OR",T-Mobile,45,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Austin, TX",T-Mobile,42,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Brooklyn, NY",T-Mobile,41,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Orlando, FL",T-Mobile,40,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"The Bronx, NY",T-Mobile,39,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"San Antonio, TX",T-Mobile,32,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Minneapolis, MN",T-Mobile,31,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"New York City, NY",T-Mobile,26,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Atlanta, GA",T-Mobile,26,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Sacramento, CA",T-Mobile,26,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Tampa, FL",T-Mobile,25,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"San Diego, CA",T-Mobile,24,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Washington, D.C., DC",T-Mobile,23,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Detroit, MI",T-Mobile,23,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Las Vegas, NV",T-Mobile,22,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Miami, FL",T-Mobile,21,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"San Francisco, CA",T-Mobile,19,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Cleveland, OH",T-Mobile,19,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Manhattan, NY",T-Mobile,19,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Saint Paul, MN",T-Mobile,18,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"San Jose, CA",T-Mobile,18,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Charlotte, NC",T-Mobile,17,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Los Angeles, CA",time-warner-cable,2425,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Charlotte, NC",time-warner-cable,2394,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Dallas, TX",time-warner-cable,2381,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Chicago, IL",time-warner-cable,1511,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Brooklyn, NY",time-warner-cable,1443,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Houston, TX",time-warner-cable,1316,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Atlanta, GA",time-warner-cable,1256,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Orlando, FL",time-warner-cable,984,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"New York City, NY",time-warner-cable,782,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Tampa, FL",time-warner-cable,665,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Austin, TX",time-warner-cable,609,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Detroit, MI",time-warner-cable,605,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Kansas City, MO",time-warner-cable,584,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"San Antonio, TX",time-warner-cable,482,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Cleveland, OH",time-warner-cable,472,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"St. Louis, MO",time-warner-cable,464,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Dayton, OH",time-warner-cable,456,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Raleigh, NC",time-warner-cable,414,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Buffalo, NY",time-warner-cable,395,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Indianapolis, IN",time-warner-cable,364,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Fort Worth, TX",time-warner-cable,333,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Louisville, KY",time-warner-cable,328,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Cincinnati, OH",time-warner-cable,328,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Akron, OH",time-warner-cable,327,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"The Bronx, NY",time-warner-cable,324,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Minneapolis, MN",time-warner-cable,313,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Honolulu, HI",time-warner-cable,304,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Seattle, WA",time-warner-cable,279,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Arlington, TX",time-warner-cable,272,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Sacramento, CA",time-warner-cable,263,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Atlanta, GA",windstream,146,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Houston, TX",windstream,50,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Charlotte, NC",windstream,38,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Dallas, TX",windstream,30,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Lincoln, NE",windstream,23,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Cleveland, OH",windstream,21,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Omaha, NE",windstream,18,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Louisville, KY",windstream,18,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Chicago, IL",windstream,15,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Kansas City, MO",windstream,15,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Washington, D.C., DC",windstream,14,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Orlando, FL",windstream,13,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Brooklyn, NY",windstream,13,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Austin, TX",windstream,12,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Roseville, MI",windstream,11,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Jefferson, GA",windstream,10,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Philadelphia, PA",windstream,10,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Greenbelt, MD",windstream,9,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Manlius, NY",windstream,9,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Decatur, GA",windstream,9,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Nicholasville, KY",windstream,9,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Canton, GA",windstream,9,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Lexington, KY",windstream,8,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Newberry, SC",windstream,8,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Indianapolis, IN",windstream,8,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Cedar Rapids, IA",windstream,8,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Camanche, IA",windstream,7,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Jamestown, NY",windstream,7,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Snellville, GA",windstream,7,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Birmingham, AL",windstream,7,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Arlington, VA",Atlantic-Broadband,21,Is the service down,  No problems detected ,14:05:37
Thu 18 Jul 2019,"Brooklyn, NY",Atlantic-Broadband,21,Is the service down,  No problems detected ,14:05:37
Thu 18 Jul 2019,"Washington, D.C., DC",Atlantic-Broadband,20,Is the service down,  No problems detected ,14:05:37
Thu 18 Jul 2019,"Alexandria, VA",Atlantic-Broadband,16,Is the service down,  No problems detected ,14:05:37
Thu 18 Jul 2019,"Philadelphia, PA",Atlantic-Broadband,15,Is the service down,  No problems detected ,14:05:37
Thu 18 Jul 2019,"Atlanta, GA",Atlantic-Broadband,13,Is the service down,  No problems detected ,14:05:37
Thu 18 Jul 2019,"Miami, FL",Atlantic-Broadband,13,Is the service down,  No problems detected ,14:05:37
Thu 18 Jul 2019,"New York City, NY",Atlantic-Broadband,12,Is the service down,  No problems detected ,14:05:37
Thu 18 Jul 2019,"Warren, PA",Atlantic-Broadband,12,Is the service down,  No problems detected ,14:05:37
Thu 18 Jul 2019,"Aiken, SC",Atlantic-Broadband,11,Is the service down,  No problems detected ,14:05:37
Thu 18 Jul 2019,"Boston, MA",Atlantic-Broadband,10,Is the service down,  No problems detected ,14:05:37
Thu 18 Jul 2019,"Greensburg, PA",Atlantic-Broadband,10,Is the service down,  No problems detected ,14:05:37
Thu 18 Jul 2019,"Springfield, VA",Atlantic-Broadband,8,Is the service down,  No problems detected ,14:05:37
Thu 18 Jul 2019,"Hampstead, MD",Atlantic-Broadband,8,Is the service down,  No problems detected ,14:05:37
Thu 18 Jul 2019,"Altoona, PA",Atlantic-Broadband,5,Is the service down,  No problems detected ,14:05:37
Thu 18 Jul 2019,"Falls Church, VA",Atlantic-Broadband,5,Is the service down,  No problems detected ,14:05:37
Thu 18 Jul 2019,"Miami Beach, FL",Atlantic-Broadband,5,Is the service down,  No problems detected ,14:05:37
Thu 18 Jul 2019,"King George, VA",Atlantic-Broadband,5,Is the service down,  No problems detected ,14:05:37
Thu 18 Jul 2019,"Woodbridge, VA",Atlantic-Broadband,5,Is the service down,  No problems detected ,14:05:37
Thu 18 Jul 2019,"Baltimore, MD",Atlantic-Broadband,4,Is the service down,  No problems detected ,14:05:37
Thu 18 Jul 2019,"Virginia Beach, VA",Atlantic-Broadband,4,Is the service down,  No problems detected ,14:05:37
Thu 18 Jul 2019,"Vienna, VA",Atlantic-Broadband,4,Is the service down,  No problems detected ,14:05:37
Thu 18 Jul 2019,"The Bronx, NY",Atlantic-Broadband,4,Is the service down,  No problems detected ,14:05:37
Thu 18 Jul 2019,"Lexington Park, MD",Atlantic-Broadband,4,Is the service down,  No problems detected ,14:05:37
Thu 18 Jul 2019,"Pawtucket, RI",Atlantic-Broadband,4,Is the service down,  No problems detected ,14:05:37
Thu 18 Jul 2019,"Cambridge, MA",Atlantic-Broadband,4,Is the service down,  No problems detected ,14:05:37
Thu 18 Jul 2019,"Glen Burnie, MD",Atlantic-Broadband,4,Is the service down,  No problems detected ,14:05:37
Thu 18 Jul 2019,"Silver Spring, MD",Atlantic-Broadband,4,Is the service down,  No problems detected ,14:05:37
Thu 18 Jul 2019,"Pittsburgh, PA",Atlantic-Broadband,4,Is the service down,  No problems detected ,14:05:37
Thu 18 Jul 2019,"Barrington, NH",Atlantic-Broadband,4,Is the service down,  No problems detected ,14:05:37
Thu 18 Jul 2019,"Atlanta, GA",windstream,146,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Houston, TX",windstream,50,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Charlotte, NC",windstream,38,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Dallas, TX",windstream,30,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Lincoln, NE",windstream,23,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Cleveland, OH",windstream,21,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Omaha, NE",windstream,18,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Louisville, KY",windstream,18,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Chicago, IL",windstream,15,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Kansas City, MO",windstream,15,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Washington, D.C., DC",windstream,14,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Orlando, FL",windstream,13,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Brooklyn, NY",windstream,13,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Austin, TX",windstream,12,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Roseville, MI",windstream,11,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Jefferson, GA",windstream,10,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Philadelphia, PA",windstream,10,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Greenbelt, MD",windstream,9,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Manlius, NY",windstream,9,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Decatur, GA",windstream,9,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Nicholasville, KY",windstream,9,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Canton, GA",windstream,9,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Lexington, KY",windstream,8,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Newberry, SC",windstream,8,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Indianapolis, IN",windstream,8,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Cedar Rapids, IA",windstream,8,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Camanche, IA",windstream,7,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Jamestown, NY",windstream,7,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Snellville, GA",windstream,7,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Birmingham, AL",windstream,7,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Washington, D.C., DC",Verizon,647,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Brooklyn, NY",Verizon,512,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"New York City, NY",Verizon,393,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Philadelphia, PA",Verizon,391,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"The Bronx, NY",Verizon,179,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Denver, CO",Verizon,148,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Silver Spring, MD",Verizon,145,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Chicago, IL",Verizon,141,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Los Angeles, CA",Verizon,136,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Greenbelt, MD",Verizon,132,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Dallas, TX",Verizon,119,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Arlington, VA",Verizon,119,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Baltimore, MD",Verizon,115,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Houston, TX",Verizon,113,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Tampa, FL",Verizon,112,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Pittsburgh, PA",Verizon,110,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Atlanta, GA",Verizon,102,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Richmond, VA",Verizon,95,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Alexandria, VA",Verizon,93,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Virginia Beach, VA",Verizon,89,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Seattle, WA",Verizon,89,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Phoenix, AZ",Verizon,88,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Newark, NJ",Verizon,77,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Durham, NC",Verizon,62,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Hyattsville, MD",Verizon,59,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Hillsdale, MI",Verizon,59,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Buffalo, NY",Verizon,56,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Orlando, FL",Verizon,47,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Upper Marlboro, MD",Verizon,46,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Salt Lake City, UT",Verizon,46,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Long Beach, CA",T-Mobile,105,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Houston, TX",T-Mobile,95,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Los Angeles, CA",T-Mobile,81,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Chicago, IL",T-Mobile,76,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Dallas, TX",T-Mobile,52,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Philadelphia, PA",T-Mobile,51,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Seattle, WA",T-Mobile,50,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Denver, CO",T-Mobile,49,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Portland, OR",T-Mobile,45,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Austin, TX",T-Mobile,42,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Brooklyn, NY",T-Mobile,41,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Orlando, FL",T-Mobile,40,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"The Bronx, NY",T-Mobile,39,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"San Antonio, TX",T-Mobile,32,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Minneapolis, MN",T-Mobile,31,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"New York City, NY",T-Mobile,26,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Atlanta, GA",T-Mobile,26,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Sacramento, CA",T-Mobile,26,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Tampa, FL",T-Mobile,25,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"San Diego, CA",T-Mobile,24,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Washington, D.C., DC",T-Mobile,23,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Detroit, MI",T-Mobile,23,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Las Vegas, NV",T-Mobile,22,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Miami, FL",T-Mobile,21,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"San Francisco, CA",T-Mobile,19,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Cleveland, OH",T-Mobile,19,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Manhattan, NY",T-Mobile,19,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Saint Paul, MN",T-Mobile,18,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"San Jose, CA",T-Mobile,18,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Charlotte, NC",T-Mobile,17,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Denver, CO",CenturyLink,341,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Seattle, WA",CenturyLink,263,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Omaha, NE",CenturyLink,242,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Los Angeles, CA",CenturyLink,219,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Chicago, IL",CenturyLink,216,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Portland, OR",CenturyLink,203,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Dallas, TX",CenturyLink,195,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Salt Lake City, UT",CenturyLink,191,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Minneapolis, MN",CenturyLink,189,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Phoenix, AZ",CenturyLink,168,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Las Vegas, NV",CenturyLink,132,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Des Moines, IA",CenturyLink,95,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Orlando, FL",CenturyLink,95,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Saint Paul, MN",CenturyLink,85,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Albuquerque, NM",CenturyLink,81,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Atlanta, GA",CenturyLink,80,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Charlotte, NC",CenturyLink,69,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Herriman, UT",CenturyLink,47,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Federal Way, WA",CenturyLink,46,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Mesquite, TX",CenturyLink,40,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Kansas City, MO",CenturyLink,39,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Houston, TX",CenturyLink,39,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Cedar Rapids, IA",CenturyLink,38,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Boise, ID",CenturyLink,37,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Allen, TX",CenturyLink,36,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Lakewood, CA",CenturyLink,36,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Tacoma, WA",CenturyLink,36,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Sandy, UT",CenturyLink,34,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"St. Louis, MO",CenturyLink,33,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Mesa, AZ",CenturyLink,33,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Los Angeles, CA",time-warner-cable,2425,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Charlotte, NC",time-warner-cable,2394,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Dallas, TX",time-warner-cable,2381,Is the service down,  Problems detected ,14:05:37
